duplicate_type,group_id,record_id,title,fronturl,category_teacher,group_size
normalized_title,36,35175,В Белгородской области сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/66c74b409a79473a2ca02d9c,Политика,3
normalized_title,37,11996,В Белгородской области силы ПВО сбили беспилотник,https://www.rbc.ru/rbcfreenews/6606af879a7947b07a27ade9,Политика,5
normalized_title,37,17294,В Белгородской области силы ПВО сбили беспилотник,https://www.rbc.ru/rbcfreenews/663396829a79477c05b98f39,Политика,5
normalized_title,37,18180,В Белгородской области силы ПВО сбили беспилотник,https://www.rbc.ru/rbcfreenews/663b6b619a7947587e56702d,Политика,5
normalized_title,37,24230,В Белгородской области силы ПВО сбили беспилотник,https://www.rbc.ru/rbcfreenews/666c22b59a794725beb6bf5e,Политика,5
normalized_title,37,30671,В Белгородской области силы ПВО сбили беспилотник,https://www.rbc.ru/rbcfreenews/66a12b589a79474c81e42eba,Политика,5
normalized_title,38,22748,В Белгородской области силы ПВО сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/66605eb59a794736f18681b8,Политика,2
normalized_title,38,28554,В Белгородской области силы ПВО сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/668fcd4d9a79478b2dda3d52,Политика,2
normalized_title,39,6828,В Брянской области сбили беспилотник,https://www.rbc.ru/rbcfreenews/65d8fbde9a79474ab9cc6bab,Политика,3
normalized_title,39,23416,В Брянской области сбили беспилотник,https://www.rbc.ru/rbcfreenews/666536af9a794727c2acf8e3,Политика,3
normalized_title,39,31321,В Брянской области сбили беспилотник,https://www.rbc.ru/rbcfreenews/66a6ad169a7947247e808c6c,Политика,3
normalized_title,40,7243,В Брянской области сбили два украинских беспилотника,https://www.rbc.ru/rbcfreenews/65dd58189a7947b0ee3ad26e,Политика,2
normalized_title,40,21022,В Брянской области сбили два украинских беспилотника,https://www.rbc.ru/rbcfreenews/6653249a9a7947408b88c07f,Политика,2
normalized_title,41,521,В Брянской области сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/659a8dda9a79474d974fd1e3,Политика,6
normalized_title,41,1956,В Брянской области сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/65aa01529a794717a2ed83d3,Политика,6
normalized_title,41,10743,В Брянской области сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/65fc359d9a79472d52a0df8f,Политика,6
normalized_title,41,13930,В Брянской области сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/661701c59a794792e0fed184,Политика,6
normalized_title,41,38166,В Брянской области сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/66e20e299a79472e772b914f,Политика,6
normalized_title,41,44220,В Брянской области сбили украинский беспилотник,https://www.rbc.ru/rbcfreenews/671595089a794711633eb734,Политика,6
normalized_title,42,23293,В Брянской области уничтожили беспилотник,https://www.rbc.ru/rbcfreenews/6663d1c39a794765984d16d6,Политика,2
normalized_title,42,25105,В Брянской области уничтожили беспилотник,https://www.rbc.ru/politics/20/06/2024/6673a1419a7947b5aeaa8eeb,Политика,2
normalized_title,43,17192,В Брянской области уничтожили украинский беспилотник,https://www.rbc.ru/rbcfreenews/6632a60a9a7947235467a633,Политика,2
normalized_title,43,40375,В Брянской области уничтожили украинский беспилотник,https://www.rbc.ru/rbcfreenews/66f4d8a39a7947bf34a09c93,Политика,2
normalized_title,44,9694,В Воронежской области ввели режим опасности атаки дронов,https://www.rbc.ru/rbcfreenews/65f349539a79475fc059fa1e,Политика,3
normalized_title,44,9870,В Воронежской области ввели режим опасности атаки дронов,https://www.rbc.ru/rbcfreenews/65f4b7099a7947d0c45b122d,Политика,3
normalized_title,44,18660,В Воронежской области ввели режим опасности атаки дронов,https://www.rbc.ru/rbcfreenews/663ff81a9a7947b005db6e38,Политика,3
normalized_title,45,23207,В Воронежской области объявили авиационную опасность,https://www.rbc.ru/rbcfreenews/666311819a7947963e700cf6,Политика,3
normalized_title,45,24089,В Воронежской области объявили авиационную опасность,https://www.rbc.ru/rbcfreenews/666af1f39a7947e6b8974e55,Политика,3
normalized_title,45,39264,В Воронежской области объявили авиационную опасность,https://www.rbc.ru/rbcfreenews/66eb68719a794743a4fde00e,Политика,3
normalized_title,46,13349,В Воронежской области объявили об угрозе атаки дронов,https://www.rbc.ru/rbcfreenews/6612a2ba9a79471894d2f2c7,Политика,2
normalized_title,46,28619,В Воронежской области объявили об угрозе атаки дронов,https://www.rbc.ru/rbcfreenews/66903ae29a794722e9ec1e91,Политика,2
normalized_title,47,12934,В Воронежской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/660ef3a79a7947ec0f953afe,Политика,8
normalized_title,47,13983,В Воронежской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/6617982a9a79472e34662fa8,Политика,8
normalized_title,47,17361,В Воронежской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/663432539a79471d92e4fa0d,Политика,8
normalized_title,47,19720,В Воронежской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/6647e5249a7947157ba68d54,Политика,8
normalized_title,47,22118,В Воронежской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/665b9a579a7947611af18de5,Политика,8
normalized_title,47,24556,В Воронежской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/666f666a9a79472b59359524,Политика,8
normalized_title,47,30541,В Воронежской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/66a05eab9a79477d0736f602,Политика,8
normalized_title,47,40836,В Воронежской области объявили опасность атаки беспилотников,https://www.rbc.ru/rbcfreenews/66f853189a7947f1f61181b8,Политика,8
normalized_title,48,8569,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/rbcfreenews/65e927a39a79472213ba2d70,Политика,13
normalized_title,48,9367,В Воронежской области объявили опасность атаки дронов,https://www.rbc.ru/politics/13/03/2024/65f0e3619a7947d5810ed13c,Политика,13
